dimension,model_1,model_2,cohens_d,abs_d
historical_accuracy,DeepSeek-V4-Flash,DeepSeek-V4-Pro,-0.33516394626757734,0.33516394626757734
historical_accuracy,DeepSeek-V4-Flash,GLM-5.2,-0.24141812718758912,0.24141812718758912
historical_accuracy,DeepSeek-V4-Flash,Kimi-K2.7-Code,-0.7699355694503943,0.7699355694503943
historical_accuracy,DeepSeek-V4-Flash,LongCat-2.0,0.07025964671261861,0.07025964671261861
historical_accuracy,DeepSeek-V4-Flash,MiniMax-M2.5,0.35102453295786123,0.35102453295786123
historical_accuracy,DeepSeek-V4-Flash,Nex-N2-Pro,4.321074213787847,4.321074213787847
historical_accuracy,DeepSeek-V4-Flash,Pro-GLM-5.1,-0.18588202093775735,0.18588202093775735
historical_accuracy,DeepSeek-V4-Flash,Pro-Kimi-K2.6,-0.6033544103184322,0.6033544103184322
historical_accuracy,DeepSeek-V4-Flash,Pro-MiniMax-M2.5,0.3712908396491339,0.3712908396491339
historical_accuracy,DeepSeek-V4-Pro,GLM-5.2,0.09267692814833856,0.09267692814833856
historical_accuracy,DeepSeek-V4-Pro,Kimi-K2.7-Code,-0.3864211294734277,0.3864211294734277
historical_accuracy,DeepSeek-V4-Pro,LongCat-2.0,0.3865733668958388,0.3865733668958388
historical_accuracy,DeepSeek-V4-Pro,MiniMax-M2.5,0.6432433593952936,0.6432433593952936
historical_accuracy,DeepSeek-V4-Pro,Nex-N2-Pro,4.673247448776697,4.673247448776697
historical_accuracy,DeepSeek-V4-Pro,Pro-GLM-5.1,0.15397600225854358,0.15397600225854358
historical_accuracy,DeepSeek-V4-Pro,Pro-Kimi-K2.6,-0.23555492015761678,0.23555492015761678
historical_accuracy,DeepSeek-V4-Pro,Pro-MiniMax-M2.5,0.6747140609840008,0.6747140609840008
historical_accuracy,GLM-5.2,Kimi-K2.7-Code,-0.4909368719356819,0.4909368719356819
historical_accuracy,GLM-5.2,LongCat-2.0,0.2980662976147936,0.2980662976147936
historical_accuracy,GLM-5.2,MiniMax-M2.5,0.5610147537915602,0.5610147537915602
historical_accuracy,GLM-5.2,Nex-N2-Pro,4.563179267141371,4.563179267141371
historical_accuracy,GLM-5.2,Pro-GLM-5.1,0.05947502282782885,0.05947502282782885
historical_accuracy,GLM-5.2,Pro-Kimi-K2.6,-0.3364248778375823,0.3364248778375823
historical_accuracy,GLM-5.2,Pro-MiniMax-M2.5,0.5891687038650434,0.5891687038650434
historical_accuracy,Kimi-K2.7-Code,LongCat-2.0,0.7918095020481942,0.7918095020481942
historical_accuracy,Kimi-K2.7-Code,MiniMax-M2.5,1.0304931045084849,1.0304931045084849
historical_accuracy,Kimi-K2.7-Code,Nex-N2-Pro,5.635331085065329,5.635331085065329
historical_accuracy,Kimi-K2.7-Code,Pro-GLM-5.1,0.571407908704861,0.571407908704861
historical_accuracy,Kimi-K2.7-Code,Pro-Kimi-K2.6,0.16113322177833062,0.16113322177833062
historical_accuracy,Kimi-K2.7-Code,Pro-MiniMax-M2.5,1.0872357163517112,1.0872357163517112
historical_accuracy,LongCat-2.0,MiniMax-M2.5,0.27401512057919625,0.27401512057919625
historical_accuracy,LongCat-2.0,Nex-N2-Pro,4.042930035793461,4.042930035793461
historical_accuracy,LongCat-2.0,Pro-GLM-5.1,-0.24637765227585207,0.24637765227585207
historical_accuracy,LongCat-2.0,Pro-Kimi-K2.6,-0.6385575387321353,0.6385575387321353
historical_accuracy,LongCat-2.0,Pro-MiniMax-M2.5,0.2902159080136633,0.2902159080136633
historical_accuracy,MiniMax-M2.5,Nex-N2-Pro,3.481024155348169,3.481024155348169
historical_accuracy,MiniMax-M2.5,Pro-GLM-5.1,-0.5163322649882739,0.5163322649882739
historical_accuracy,MiniMax-M2.5,Pro-Kimi-K2.6,-0.887308558975027,0.887308558975027
historical_accuracy,MiniMax-M2.5,Pro-MiniMax-M2.5,0.006588725515265095,0.006588725515265095
historical_accuracy,Nex-N2-Pro,Pro-GLM-5.1,-4.5665014473028815,4.5665014473028815
historical_accuracy,Nex-N2-Pro,Pro-Kimi-K2.6,-5.29929097148717,5.29929097148717
historical_accuracy,Nex-N2-Pro,Pro-MiniMax-M2.5,-3.5858382852878634,3.5858382852878634
historical_accuracy,Pro-GLM-5.1,Pro-Kimi-K2.6,-0.4094537914895834,0.4094537914895834
historical_accuracy,Pro-GLM-5.1,Pro-MiniMax-M2.5,0.5433762342601702,0.5433762342601702
historical_accuracy,Pro-Kimi-K2.6,Pro-MiniMax-M2.5,0.9341354729881641,0.9341354729881641
immersion,DeepSeek-V4-Flash,DeepSeek-V4-Pro,-0.30766158771422086,0.30766158771422086
immersion,DeepSeek-V4-Flash,GLM-5.2,-0.22105892623246073,0.22105892623246073
immersion,DeepSeek-V4-Flash,Kimi-K2.7-Code,-0.056683927809143324,0.056683927809143324
immersion,DeepSeek-V4-Flash,LongCat-2.0,0.24942640834778404,0.24942640834778404
immersion,DeepSeek-V4-Flash,MiniMax-M2.5,0.3808682346287494,0.3808682346287494
immersion,DeepSeek-V4-Flash,Nex-N2-Pro,6.276611572634989,6.276611572634989
immersion,DeepSeek-V4-Flash,Pro-GLM-5.1,-0.37424937916992684,0.37424937916992684
immersion,DeepSeek-V4-Flash,Pro-Kimi-K2.6,-0.30766158771422086,0.30766158771422086
immersion,DeepSeek-V4-Flash,Pro-MiniMax-M2.5,0.3256633479451833,0.3256633479451833
immersion,DeepSeek-V4-Pro,GLM-5.2,0.1205861665286809,0.1205861665286809
immersion,DeepSeek-V4-Pro,Kimi-K2.7-Code,0.26981426891554,0.26981426891554
immersion,DeepSeek-V4-Pro,LongCat-2.0,0.41811231288816764,0.41811231288816764
immersion,DeepSeek-V4-Pro,MiniMax-M2.5,0.5899483939995154,0.5899483939995154
immersion,DeepSeek-V4-Pro,Nex-N2-Pro,6.834676960654879,6.834676960654879
immersion,DeepSeek-V4-Pro,Pro-GLM-5.1,-0.14948935135082606,0.14948935135082606
immersion,DeepSeek-V4-Pro,Pro-Kimi-K2.6,0.0,0.0
immersion,DeepSeek-V4-Pro,Pro-MiniMax-M2.5,0.5420145267895906,0.5420145267895906
immersion,GLM-5.2,Kimi-K2.7-Code,0.17313896460046363,0.17313896460046363
immersion,GLM-5.2,LongCat-2.0,0.3779655167769565,0.3779655167769565
immersion,GLM-5.2,MiniMax-M2.5,0.5400064578417454,0.5400064578417454
immersion,GLM-5.2,Nex-N2-Pro,6.718622292903416,6.718622292903416
immersion,GLM-5.2,Pro-GLM-5.1,-0.23838078115778638,0.23838078115778638
immersion,GLM-5.2,Pro-Kimi-K2.6,-0.12058616652868087,0.12058616652868087
immersion,GLM-5.2,Pro-MiniMax-M2.5,0.4897674550888554,0.4897674550888554
immersion,Kimi-K2.7-Code,LongCat-2.0,0.287061129503128,0.287061129503128
immersion,Kimi-K2.7-Code,MiniMax-M2.5,0.427379294332903,0.427379294332903
immersion,Kimi-K2.7-Code,Nex-N2-Pro,6.4202280926204764,6.4202280926204764
immersion,Kimi-K2.7-Code,Pro-GLM-5.1,-0.34718686688686784,0.34718686688686784
immersion,Kimi-K2.7-Code,Pro-Kimi-K2.6,-0.26981426891554,0.26981426891554
immersion,Kimi-K2.7-Code,Pro-MiniMax-M2.5,0.37319958922214924,0.37319958922214924
immersion,LongCat-2.0,MiniMax-M2.5,0.07730865225092672,0.07730865225092672
immersion,LongCat-2.0,Nex-N2-Pro,4.9028129934792535,4.9028129934792535
immersion,LongCat-2.0,Pro-GLM-5.1,-0.4458377201977941,0.4458377201977941
immersion,LongCat-2.0,Pro-Kimi-K2.6,-0.41811231288816764,0.41811231288816764
immersion,LongCat-2.0,Pro-MiniMax-M2.5,0.026393817198367343,0.026393817198367343
immersion,MiniMax-M2.5,Nex-N2-Pro,5.095425086168449,5.095425086168449
immersion,MiniMax-M2.5,Pro-GLM-5.1,-0.6248653570034864,0.6248653570034864
immersion,MiniMax-M2.5,Pro-Kimi-K2.6,-0.5899483939995154,0.5899483939995154
immersion,MiniMax-M2.5,Pro-MiniMax-M2.5,-0.05677572370378856,0.05677572370378856
immersion,Nex-N2-Pro,Pro-GLM-5.1,-6.916110272186055,6.916110272186055
immersion,Nex-N2-Pro,Pro-Kimi-K2.6,-6.834676960654879,6.834676960654879
immersion,Nex-N2-Pro,Pro-MiniMax-M2.5,-5.2492619084762016,5.2492619084762016
immersion,Pro-GLM-5.1,Pro-Kimi-K2.6,0.14948935135082606,0.14948935135082606
immersion,Pro-GLM-5.1,Pro-MiniMax-M2.5,0.5787044291709849,0.5787044291709849
immersion,Pro-Kimi-K2.6,Pro-MiniMax-M2.5,0.5420145267895906,0.5420145267895906
personalization,DeepSeek-V4-Flash,DeepSeek-V4-Pro,-0.14413537564961226,0.14413537564961226
personalization,DeepSeek-V4-Flash,GLM-5.2,-0.2284172059201292,0.2284172059201292
personalization,DeepSeek-V4-Flash,Kimi-K2.7-Code,-0.19250984756076045,0.19250984756076045
personalization,DeepSeek-V4-Flash,LongCat-2.0,0.2528930799112797,0.2528930799112797
personalization,DeepSeek-V4-Flash,MiniMax-M2.5,0.26379960962992244,0.26379960962992244
personalization,DeepSeek-V4-Flash,Nex-N2-Pro,6.080845346841762,6.080845346841762
personalization,DeepSeek-V4-Flash,Pro-GLM-5.1,-0.25730352638865406,0.25730352638865406
personalization,DeepSeek-V4-Flash,Pro-Kimi-K2.6,-0.28787214240070147,0.28787214240070147
personalization,DeepSeek-V4-Flash,Pro-MiniMax-M2.5,0.22307195717996006,0.22307195717996006
personalization,DeepSeek-V4-Pro,GLM-5.2,-0.1060697207943447,0.1060697207943447
personalization,DeepSeek-V4-Pro,Kimi-K2.7-Code,-0.06117213331598578,0.06117213331598578
personalization,DeepSeek-V4-Pro,LongCat-2.0,0.35466968192216836,0.35466968192216836
personalization,DeepSeek-V4-Pro,MiniMax-M2.5,0.3967488108789794,0.3967488108789794
personalization,DeepSeek-V4-Pro,Nex-N2-Pro,6.4427840126034885,6.4427840126034885
personalization,DeepSeek-V4-Pro,Pro-GLM-5.1,-0.15001702454595725,0.15001702454595725
personalization,DeepSeek-V4-Pro,Pro-Kimi-K2.6,-0.20065121151381324,0.20065121151381324
personalization,DeepSeek-V4-Pro,Pro-MiniMax-M2.5,0.3624012866636753,0.3624012866636753
personalization,GLM-5.2,Kimi-K2.7-Code,0.03993668695105044,0.03993668695105044
personalization,GLM-5.2,LongCat-2.0,0.40277481115164127,0.40277481115164127
personalization,GLM-5.2,MiniMax-M2.5,0.4635022907168429,0.4635022907168429
personalization,GLM-5.2,Nex-N2-Pro,6.602644699761828,6.602644699761828
personalization,GLM-5.2,Pro-GLM-5.1,-0.06097170921850505,0.06097170921850505
personalization,GLM-5.2,Pro-Kimi-K2.6,-0.14948935135082606,0.14948935135082606
personalization,GLM-5.2,Pro-MiniMax-M2.5,0.43418312637069106,0.43418312637069106
personalization,Kimi-K2.7-Code,LongCat-2.0,0.38297167884820776,0.38297167884820776
personalization,Kimi-K2.7-Code,MiniMax-M2.5,0.43432507611715304,0.43432507611715304
personalization,Kimi-K2.7-Code,Nex-N2-Pro,6.512132930740064,6.512132930740064
personalization,Kimi-K2.7-Code,Pro-GLM-5.1,-0.0862270180978785,0.0862270180978785
personalization,Kimi-K2.7-Code,Pro-Kimi-K2.6,-0.14173844487806855,0.14173844487806855
personalization,Kimi-K2.7-Code,Pro-MiniMax-M2.5,0.4026544821574797,0.4026544821574797
personalization,LongCat-2.0,MiniMax-M2.5,-0.029215743660740215,0.029215743660740215
personalization,LongCat-2.0,Nex-N2-Pro,4.983331854908388,4.983331854908388
personalization,LongCat-2.0,Pro-GLM-5.1,-0.41775855112828597,0.41775855112828597
personalization,LongCat-2.0,Pro-Kimi-K2.6,-0.43299727500383417,0.43299727500383417
personalization,LongCat-2.0,Pro-MiniMax-M2.5,-0.07020838494116266,0.07020838494116266
personalization,MiniMax-M2.5,Nex-N2-Pro,5.421824856831574,5.421824856831574
personalization,MiniMax-M2.5,Pro-GLM-5.1,-0.4841221707140172,0.4841221707140172
personalization,MiniMax-M2.5,Pro-Kimi-K2.6,-0.5053155540901099,0.5053155540901099
personalization,MiniMax-M2.5,Pro-MiniMax-M2.5,-0.04644508908715014,0.04644508908715014
personalization,Nex-N2-Pro,Pro-GLM-5.1,-6.639790542140795,6.639790542140795
personalization,Nex-N2-Pro,Pro-Kimi-K2.6,-6.677680441945881,6.677680441945881
personalization,Nex-N2-Pro,Pro-MiniMax-M2.5,-5.571312015572035,5.571312015572035
personalization,Pro-GLM-5.1,Pro-Kimi-K2.6,-0.1054092553389456,0.1054092553389456
personalization,Pro-GLM-5.1,Pro-MiniMax-M2.5,0.4565837574138496,0.4565837574138496
personalization,Pro-Kimi-K2.6,Pro-MiniMax-M2.5,0.47970759382557415,0.47970759382557415
