response_id,model,task,positive_ratio,negative_ratio,neutral_ratio,sentiment_score
5a7ab0b80d9d,LongCat-2.0,沉浸式体验设计,0.0,0.0,1.0,0.0
53be63e9196b,LongCat-2.0,博物馆导览讲解,0.009852216748768473,0.0049261083743842365,0.9852216748768473,0.0049261083743842365
482af2c80fbd,LongCat-2.0,历史场景叙事,0.0,0.0,1.0,0.0
29c23ebf4a19,LongCat-2.0,沉浸式体验设计,0.0027397260273972603,0.0,0.9972602739726028,0.0027397260273972603
154c5af6a91b,LongCat-2.0,博物馆导览讲解,0.00967741935483871,0.0,0.9903225806451613,0.00967741935483871
5e45f83d9f51,LongCat-2.0,历史场景叙事,0.0,0.0,1.0,0.0
7aa0ab6abe6e,LongCat-2.0,沉浸式体验设计,0.0,0.004672897196261682,0.9953271028037384,-0.004672897196261682
755f9db45c7b,LongCat-2.0,博物馆导览讲解,0.0037593984962406013,0.0037593984962406013,0.9924812030075187,0.0
9870c50c50c3,LongCat-2.0,历史场景叙事,0.006711409395973154,0.0,0.9932885906040269,0.006711409395973154
22d832f5c046,LongCat-2.0,沉浸式体验设计,0.004434589800443459,0.0,0.9955654101995566,0.004434589800443459
2ae93a537f33,LongCat-2.0,博物馆导览讲解,0.007575757575757576,0.007575757575757576,0.9848484848484849,0.0
3c87e6844b49,LongCat-2.0,历史场景叙事,0.0018796992481203006,0.0018796992481203006,0.9962406015037594,0.0
582e4785f105,LongCat-2.0,沉浸式体验设计,0.0,0.002583979328165375,0.9974160206718347,-0.002583979328165375
551fe23b8ddc,GLM-5.2,博物馆导览讲解,0.0,0.0,1.0,0.0
fcdfcc210c01,GLM-5.2,历史场景叙事,0.0,0.0,1.0,0.0
2aea162482dd,GLM-5.2,沉浸式体验设计,0.0,0.004056795131845842,0.9959432048681541,-0.004056795131845842
036a8a4a3dda,GLM-5.2,博物馆导览讲解,0.00964630225080386,0.0,0.9903536977491961,0.00964630225080386
3a6ad4aa3a44,GLM-5.2,历史场景叙事,0.0024096385542168677,0.0024096385542168677,0.9951807228915662,0.0
d61440f30d8f,GLM-5.2,沉浸式体验设计,0.00641025641025641,0.004273504273504274,0.9893162393162394,0.002136752136752137
80ef37f7e6f8,GLM-5.2,博物馆导览讲解,0.007042253521126761,0.002347417840375587,0.9906103286384976,0.004694835680751174
0d87d1443a2c,GLM-5.2,历史场景叙事,0.005535055350553505,0.0,0.9944649446494465,0.005535055350553505
2970262db7e2,GLM-5.2,沉浸式体验设计,0.004132231404958678,0.004132231404958678,0.9917355371900827,0.0
c942063b02d5,GLM-5.2,博物馆导览讲解,0.007326007326007326,0.007326007326007326,0.9853479853479854,0.0
5cb58fc9abcd,GLM-5.2,历史场景叙事,0.009852216748768473,0.0,0.9901477832512315,0.009852216748768473
c0b2c9dd02af,GLM-5.2,沉浸式体验设计,0.004149377593360996,0.002074688796680498,0.9937759336099585,0.002074688796680498
8a5267dd48b8,GLM-5.2,博物馆导览讲解,0.0029498525073746312,0.0,0.9970501474926253,0.0029498525073746312
ba6980e41266,GLM-5.2,历史场景叙事,0.00437636761487965,0.002188183807439825,0.9934354485776805,0.002188183807439825
2192ffd3385f,GLM-5.2,沉浸式体验设计,0.0,0.0,1.0,0.0
94caab87449f,GLM-5.2,博物馆导览讲解,0.005714285714285714,0.002857142857142857,0.9914285714285714,0.002857142857142857
d8ddbb68918d,GLM-5.2,历史场景叙事,0.004728132387706856,0.004728132387706856,0.9905437352245863,0.0
b32dce1e5c44,GLM-5.2,沉浸式体验设计,0.006507592190889371,0.0,0.9934924078091106,0.006507592190889371
043362459d0c,GLM-5.2,博物馆导览讲解,0.0028089887640449437,0.0028089887640449437,0.9943820224719101,0.0
294a49aee97c,GLM-5.2,历史场景叙事,0.002347417840375587,0.002347417840375587,0.9953051643192489,0.0
721b1e1be672,GLM-5.2,沉浸式体验设计,0.0,0.0,1.0,0.0
cb18753dd01e,GLM-5.2,博物馆导览讲解,0.00909090909090909,0.0030303030303030303,0.9878787878787879,0.006060606060606061
91866d706441,GLM-5.2,历史场景叙事,0.0,0.0022123893805309734,0.9977876106194691,-0.0022123893805309734
0d49120897d8,GLM-5.2,沉浸式体验设计,0.001996007984031936,0.003992015968063872,0.9940119760479041,-0.001996007984031936
a80bb6f9b116,GLM-5.2,博物馆导览讲解,0.00975609756097561,0.0024390243902439024,0.9878048780487805,0.007317073170731708
509ac649cfae,GLM-5.2,历史场景叙事,0.004484304932735426,0.002242152466367713,0.9932735426008968,0.002242152466367713
9b94f7e61566,GLM-5.2,沉浸式体验设计,0.00646551724137931,0.0021551724137931034,0.9913793103448276,0.004310344827586207
69e407a14d37,GLM-5.2,博物馆导览讲解,0.0031645569620253164,0.0031645569620253164,0.9936708860759493,0.0
f837a19c616e,GLM-5.2,历史场景叙事,0.006230529595015576,0.0,0.9937694704049844,0.006230529595015576
28744f16944f,GLM-5.2,沉浸式体验设计,0.004395604395604396,0.004395604395604396,0.9912087912087912,0.0
afdf0242e897,GLM-5.2,博物馆导览讲解,0.003076923076923077,0.003076923076923077,0.9938461538461538,0.0
0223cbd7e9b6,GLM-5.2,历史场景叙事,0.005305039787798408,0.002652519893899204,0.9920424403183024,0.002652519893899204
7cccbb1ebdd6,GLM-5.2,沉浸式体验设计,0.006276150627615063,0.0020920502092050207,0.9916317991631799,0.0041841004184100415
63153b5d2f00,GLM-5.2,博物馆导览讲解,0.0,0.0,1.0,0.0
f324a6f12136,GLM-5.2,历史场景叙事,0.005235602094240838,0.0,0.9947643979057592,0.005235602094240838
f6125a7b0510,GLM-5.2,沉浸式体验设计,0.002188183807439825,0.0,0.9978118161925602,0.002188183807439825
e636e67830a1,Kimi-K2.7-Code,博物馆导览讲解,0.0,0.0,1.0,0.0
980bfec4f863,Kimi-K2.7-Code,历史场景叙事,0.0017421602787456446,0.0,0.9982578397212544,0.0017421602787456446
982a3477b67a,Kimi-K2.7-Code,沉浸式体验设计,0.0,0.0,1.0,0.0
d6799baf388c,Kimi-K2.7-Code,博物馆导览讲解,0.0,0.0,1.0,0.0
e7064299338f,Kimi-K2.7-Code,历史场景叙事,0.0,0.0,1.0,0.0
7ebb499b3763,Kimi-K2.7-Code,沉浸式体验设计,0.004032258064516129,0.0020161290322580645,0.9939516129032258,0.0020161290322580645
464ed49bcbf2,Kimi-K2.7-Code,博物馆导览讲解,0.0,0.0,1.0,0.0
9f8126dd44d5,Kimi-K2.7-Code,历史场景叙事,0.0,0.001838235294117647,0.9981617647058824,-0.001838235294117647
3e15f53c5e25,Kimi-K2.7-Code,沉浸式体验设计,0.0,0.0,1.0,0.0
930737b0cfde,Kimi-K2.7-Code,博物馆导览讲解,0.004132231404958678,0.004132231404958678,0.9917355371900827,0.0
d3354379e2da,Kimi-K2.7-Code,历史场景叙事,0.0,0.0,1.0,0.0
33e7623784aa,Kimi-K2.7-Code,沉浸式体验设计,0.0017574692442882249,0.0017574692442882249,0.9964850615114236,0.0
0e7e2c5928c1,Kimi-K2.7-Code,博物馆导览讲解,0.00641025641025641,0.0,0.9935897435897436,0.00641025641025641
783fb756274d,Kimi-K2.7-Code,历史场景叙事,0.0,0.0,1.0,0.0
afa731288f9e,Kimi-K2.7-Code,沉浸式体验设计,0.0034904013961605585,0.0,0.9965095986038395,0.0034904013961605585
7f749f684f2a,Kimi-K2.7-Code,博物馆导览讲解,0.0038461538461538464,0.0,0.9961538461538462,0.0038461538461538464
8e935bdb8966,Kimi-K2.7-Code,历史场景叙事,0.003787878787878788,0.0,0.9962121212121212,0.003787878787878788
8860c142fb34,Kimi-K2.7-Code,沉浸式体验设计,0.0,0.0,1.0,0.0
a0b031de576c,Kimi-K2.7-Code,博物馆导览讲解,0.0035587188612099642,0.0071174377224199285,0.9893238434163701,-0.0035587188612099642
d51c77b3c96e,Kimi-K2.7-Code,历史场景叙事,0.0,0.0,1.0,0.0
d6de44524801,Kimi-K2.7-Code,沉浸式体验设计,0.001834862385321101,0.001834862385321101,0.9963302752293578,0.0
67038910ea90,Kimi-K2.7-Code,博物馆导览讲解,0.0,0.0,1.0,0.0
0523dafe341e,Kimi-K2.7-Code,历史场景叙事,0.0029585798816568047,0.0,0.9970414201183432,0.0029585798816568047
d8b31579912e,Kimi-K2.7-Code,沉浸式体验设计,0.005253940455341506,0.0,0.9947460595446584,0.005253940455341506
a3db0f8a3c94,Kimi-K2.7-Code,博物馆导览讲解,0.010101010101010102,0.0,0.98989898989899,0.010101010101010102
1d2afceff879,Kimi-K2.7-Code,历史场景叙事,0.0019569471624266144,0.0,0.9980430528375733,0.0019569471624266144
89f025b51cb7,Kimi-K2.7-Code,沉浸式体验设计,0.010507880910683012,0.0017513134851138354,0.9877408056042032,0.008756567425569177
25c2f2abe3e5,Kimi-K2.7-Code,博物馆导览讲解,0.0,0.0,1.0,0.0
261c309dd692,Kimi-K2.7-Code,历史场景叙事,0.0,0.0,1.0,0.0
341fdfd3bad0,Kimi-K2.7-Code,沉浸式体验设计,0.0,0.0037735849056603774,0.9962264150943396,-0.0037735849056603774
1bad7daa3d54,Kimi-K2.7-Code,博物馆导览讲解,0.00967741935483871,0.0032258064516129032,0.9870967741935484,0.0064516129032258064
72fc81c84dd0,Kimi-K2.7-Code,历史场景叙事,0.0030581039755351682,0.0,0.9969418960244648,0.0030581039755351682
57214298398f,Kimi-K2.7-Code,沉浸式体验设计,0.0032,0.0064,0.9904,-0.0032
efd692be49e1,Kimi-K2.7-Code,博物馆导览讲解,0.003205128205128205,0.003205128205128205,0.9935897435897436,0.0
750c66465d95,Kimi-K2.7-Code,历史场景叙事,0.005050505050505051,0.0,0.9949494949494949,0.005050505050505051
c0d91de3d322,Kimi-K2.7-Code,沉浸式体验设计,0.001718213058419244,0.001718213058419244,0.9965635738831615,0.0
ad23878edbe8,DeepSeek-V4-Pro,博物馆导览讲解,0.007272727272727273,0.0,0.9927272727272727,0.007272727272727273
b3165688025d,DeepSeek-V4-Pro,历史场景叙事,0.0,0.0,1.0,0.0
debe58c13311,DeepSeek-V4-Pro,沉浸式体验设计,0.0034782608695652175,0.0,0.9965217391304347,0.0034782608695652175
b86fa7cbd4f1,DeepSeek-V4-Pro,博物馆导览讲解,0.009174311926605505,0.009174311926605505,0.981651376146789,0.0
9d5ea3d334bd,DeepSeek-V4-Pro,沉浸式体验设计,0.0036101083032490976,0.0018050541516245488,0.9945848375451264,0.0018050541516245488
4d34935f2d4b,DeepSeek-V4-Pro,博物馆导览讲解,0.008130081300813009,0.0,0.991869918699187,0.008130081300813009
be2ddfb7f9e5,DeepSeek-V4-Pro,沉浸式体验设计,0.007342143906020558,0.0,0.9926578560939795,0.007342143906020558
e0d48cca9b72,DeepSeek-V4-Pro,博物馆导览讲解,0.006329113924050633,0.0031645569620253164,0.990506329113924,0.0031645569620253164
1fb315375044,DeepSeek-V4-Pro,历史场景叙事,0.0,0.0030211480362537764,0.9969788519637462,-0.0030211480362537764
a1e84fc6622e,DeepSeek-V4-Pro,沉浸式体验设计,0.0032258064516129032,0.0,0.9967741935483871,0.0032258064516129032
f26740bbd051,DeepSeek-V4-Pro,博物馆导览讲解,0.007722007722007722,0.003861003861003861,0.9884169884169884,0.003861003861003861
7fbeb69a0ca0,DeepSeek-V4-Pro,历史场景叙事,0.005494505494505495,0.0,0.9945054945054945,0.005494505494505495
a923b506befe,DeepSeek-V4-Pro,沉浸式体验设计,0.0015822784810126582,0.0015822784810126582,0.9968354430379747,0.0
3e31cab2a324,DeepSeek-V4-Pro,博物馆导览讲解,0.003861003861003861,0.003861003861003861,0.9922779922779923,0.0
f66d558869a8,DeepSeek-V4-Pro,历史场景叙事,0.0020833333333333333,0.0,0.9979166666666667,0.0020833333333333333
96534aab2a68,DeepSeek-V4-Pro,沉浸式体验设计,0.003472222222222222,0.0,0.9965277777777778,0.003472222222222222
8b4a1b59e28a,DeepSeek-V4-Pro,博物馆导览讲解,0.0,0.0,1.0,0.0
5130aabfbcb6,DeepSeek-V4-Pro,历史场景叙事,0.0,0.0,1.0,0.0
f3643bc4d79f,DeepSeek-V4-Pro,沉浸式体验设计,0.0016339869281045752,0.0,0.9983660130718954,0.0016339869281045752
efefcc9a8ce7,DeepSeek-V4-Pro,博物馆导览讲解,0.0025188916876574307,0.0025188916876574307,0.9949622166246851,0.0
c094664055e0,DeepSeek-V4-Pro,历史场景叙事,0.002638522427440633,0.002638522427440633,0.9947229551451188,0.0
3c1bebfff42c,DeepSeek-V4-Pro,沉浸式体验设计,0.0032414910858995136,0.0,0.9967585089141004,0.0032414910858995136
3460139b9bc4,DeepSeek-V4-Pro,博物馆导览讲解,0.006514657980456026,0.003257328990228013,0.990228013029316,0.003257328990228013
15cc98a2dac9,DeepSeek-V4-Pro,历史场景叙事,0.009287925696594427,0.0,0.9907120743034056,0.009287925696594427
f16d0cd49fab,DeepSeek-V4-Pro,沉浸式体验设计,0.0,0.0,1.0,0.0
d8ef2a5c9eaa,DeepSeek-V4-Pro,博物馆导览讲解,0.014018691588785047,0.004672897196261682,0.9813084112149533,0.009345794392523364
f23cfdd30d9e,DeepSeek-V4-Pro,历史场景叙事,0.003745318352059925,0.0,0.9962546816479401,0.003745318352059925
be10104a456f,DeepSeek-V4-Pro,沉浸式体验设计,0.0038535645472061657,0.005780346820809248,0.9903660886319846,-0.0019267822736030828
c1d9159a6406,DeepSeek-V4-Pro,博物馆导览讲解,0.00816326530612245,0.00816326530612245,0.9836734693877551,0.0
2e93125716f9,DeepSeek-V4-Pro,历史场景叙事,0.0,0.0,1.0,0.0
6d4b5fcc53a5,DeepSeek-V4-Pro,沉浸式体验设计,0.003787878787878788,0.001893939393939394,0.9943181818181818,0.001893939393939394
233ac955a4ba,DeepSeek-V4-Pro,博物馆导览讲解,0.0,0.0,1.0,0.0
631b281e7b0a,DeepSeek-V4-Pro,历史场景叙事,0.004048582995951417,0.0,0.9959514170040485,0.004048582995951417
db0d27efc02a,DeepSeek-V4-Pro,沉浸式体验设计,0.001567398119122257,0.0,0.9984326018808778,0.001567398119122257
96de426a853e,DeepSeek-V4-Flash,博物馆导览讲解,0.0045871559633027525,0.0045871559633027525,0.9908256880733946,0.0
d06e23c32651,DeepSeek-V4-Flash,历史场景叙事,0.0,0.0,1.0,0.0
85139f021057,DeepSeek-V4-Flash,沉浸式体验设计,0.0,0.0,1.0,0.0
6ad6f14a9806,DeepSeek-V4-Flash,博物馆导览讲解,0.0035587188612099642,0.0035587188612099642,0.9928825622775801,0.0
0d7c9c157210,DeepSeek-V4-Flash,历史场景叙事,0.0,0.00425531914893617,0.9957446808510638,-0.00425531914893617
e5819c8125bd,DeepSeek-V4-Flash,沉浸式体验设计,0.0017482517482517483,0.0,0.9982517482517482,0.0017482517482517483
34ab7ddb4269,DeepSeek-V4-Flash,博物馆导览讲解,0.0,0.0,1.0,0.0
1aecc8f33356,DeepSeek-V4-Flash,历史场景叙事,0.00211864406779661,0.00211864406779661,0.9957627118644068,0.0
97165235ddd6,DeepSeek-V4-Flash,沉浸式体验设计,0.003816793893129771,0.003816793893129771,0.9923664122137404,0.0
9e120c84dfe7,DeepSeek-V4-Flash,博物馆导览讲解,0.01893939393939394,0.003787878787878788,0.9772727272727273,0.015151515151515152
0617e23e090a,DeepSeek-V4-Flash,历史场景叙事,0.0,0.00392156862745098,0.996078431372549,-0.00392156862745098
c048d79ecb0d,DeepSeek-V4-Flash,沉浸式体验设计,0.0045045045045045045,0.0022522522522522522,0.9932432432432432,0.0022522522522522522
945281ec4929,DeepSeek-V4-Flash,博物馆导览讲解,0.0034965034965034965,0.0034965034965034965,0.993006993006993,0.0
155d5748f9bf,DeepSeek-V4-Flash,历史场景叙事,0.0,0.0,1.0,0.0
165eaa6a895e,DeepSeek-V4-Flash,沉浸式体验设计,0.0,0.0,1.0,0.0
a6f0c890b216,DeepSeek-V4-Flash,博物馆导览讲解,0.012195121951219513,0.003048780487804878,0.9847560975609756,0.009146341463414634
b382e1ecf87d,DeepSeek-V4-Flash,历史场景叙事,0.003367003367003367,0.0,0.9966329966329966,0.003367003367003367
4be2d47af353,DeepSeek-V4-Flash,沉浸式体验设计,0.002421307506053269,0.0,0.9975786924939467,0.002421307506053269
3bd0287678b2,DeepSeek-V4-Flash,博物馆导览讲解,0.0035087719298245615,0.0,0.9964912280701754,0.0035087719298245615
8def91be5c58,DeepSeek-V4-Flash,历史场景叙事,0.005952380952380952,0.0,0.9940476190476191,0.005952380952380952
5fdf20db6899,DeepSeek-V4-Flash,沉浸式体验设计,0.0,0.001736111111111111,0.9982638888888888,-0.001736111111111111
df0f9beb8034,DeepSeek-V4-Flash,博物馆导览讲解,0.003816793893129771,0.003816793893129771,0.9923664122137404,0.0
d0f3156e085e,DeepSeek-V4-Flash,历史场景叙事,0.0,0.0,1.0,0.0
d037286eb32d,DeepSeek-V4-Flash,沉浸式体验设计,0.007936507936507936,0.0,0.9920634920634921,0.007936507936507936
6d798e8994d5,DeepSeek-V4-Flash,博物馆导览讲解,0.009523809523809525,0.0031746031746031746,0.9873015873015873,0.006349206349206349
e5796f5b1a30,DeepSeek-V4-Flash,历史场景叙事,0.0,0.0,1.0,0.0
3e0121031fd8,DeepSeek-V4-Flash,沉浸式体验设计,0.006042296072507553,0.0015105740181268882,0.9924471299093656,0.004531722054380665
e1c0a6545c7e,DeepSeek-V4-Flash,博物馆导览讲解,0.012605042016806723,0.0,0.9873949579831933,0.012605042016806723
63f33f99634f,DeepSeek-V4-Flash,历史场景叙事,0.0043859649122807015,0.0,0.9956140350877193,0.0043859649122807015
f814fe079a7f,DeepSeek-V4-Flash,沉浸式体验设计,0.0,0.002232142857142857,0.9977678571428571,-0.002232142857142857
0829a952ab51,DeepSeek-V4-Flash,博物馆导览讲解,0.008888888888888889,0.0044444444444444444,0.9866666666666667,0.0044444444444444444
69eaeb1942ed,DeepSeek-V4-Flash,历史场景叙事,0.0,0.0,1.0,0.0
bc417a34577c,DeepSeek-V4-Flash,沉浸式体验设计,0.0045662100456621,0.00228310502283105,0.9931506849315068,0.00228310502283105
7ef0c5dce4cc,DeepSeek-V4-Flash,博物馆导览讲解,0.0045662100456621,0.0045662100456621,0.9908675799086758,0.0
180b1c35f225,DeepSeek-V4-Flash,历史场景叙事,0.0,0.0,1.0,0.0
aefc05d29a32,DeepSeek-V4-Flash,沉浸式体验设计,0.003663003663003663,0.0,0.9963369963369964,0.003663003663003663
0b6b33bf51c8,Pro-Kimi-K2.6,博物馆导览讲解,0.010416666666666666,0.0,0.9895833333333334,0.010416666666666666
bf28641cdacf,Pro-Kimi-K2.6,历史场景叙事,0.0,0.0,1.0,0.0
1c4432eb5850,Pro-Kimi-K2.6,沉浸式体验设计,0.0,0.0,1.0,0.0
204fe957d2f7,Pro-Kimi-K2.6,博物馆导览讲解,0.004347826086956522,0.0,0.9956521739130435,0.004347826086956522
591c025b2a7c,Pro-Kimi-K2.6,历史场景叙事,0.0,0.005847953216374269,0.9941520467836257,-0.005847953216374269
b9567ce40698,Pro-Kimi-K2.6,沉浸式体验设计,0.001597444089456869,0.001597444089456869,0.9968051118210862,0.0
d16d3be1e362,Pro-Kimi-K2.6,博物馆导览讲解,0.0,0.0,1.0,0.0
cc3097c42b52,Pro-Kimi-K2.6,历史场景叙事,0.0015600624024961,0.0015600624024961,0.9968798751950078,0.0
854b18d86f8b,Pro-Kimi-K2.6,沉浸式体验设计,0.0049504950495049506,0.0033003300330033004,0.9917491749174917,0.0016501650165016502
6f74ba452775,Pro-Kimi-K2.6,博物馆导览讲解,0.0,0.012096774193548387,0.9879032258064516,-0.012096774193548387
ec777615fb32,Pro-Kimi-K2.6,历史场景叙事,0.0023923444976076554,0.0,0.9976076555023924,0.0023923444976076554
c314350047aa,Pro-Kimi-K2.6,沉浸式体验设计,0.001564945226917058,0.0,0.9984350547730829,0.001564945226917058
485a20f89466,Pro-Kimi-K2.6,博物馆导览讲解,0.009259259259259259,0.0030864197530864196,0.9876543209876543,0.006172839506172839
7c81c959d63b,Pro-Kimi-K2.6,历史场景叙事,0.005235602094240838,0.0,0.9947643979057592,0.005235602094240838
3549785e74df,Pro-Kimi-K2.6,沉浸式体验设计,0.0,0.003125,0.996875,-0.003125
1ed67e57f1b4,Pro-Kimi-K2.6,博物馆导览讲解,0.014134275618374558,0.0035335689045936395,0.9823321554770318,0.01060070671378092
c51ba961f9bd,Pro-Kimi-K2.6,历史场景叙事,0.0,0.0,1.0,0.0
0c0b051c7dcd,Pro-Kimi-K2.6,沉浸式体验设计,0.0017331022530329288,0.0,0.9982668977469671,0.0017331022530329288
826825b7c644,Pro-Kimi-K2.6,博物馆导览讲解,0.0,0.0,1.0,0.0
9372c9071c68,Pro-Kimi-K2.6,历史场景叙事,0.0,0.0020325203252032522,0.9979674796747967,-0.0020325203252032522
f88a343aa083,Pro-Kimi-K2.6,沉浸式体验设计,0.0014970059880239522,0.0014970059880239522,0.9970059880239521,0.0
9c1f0dada585,Pro-Kimi-K2.6,博物馆导览讲解,0.0030211480362537764,0.006042296072507553,0.9909365558912386,-0.0030211480362537764
47d1cd05f1c6,Pro-Kimi-K2.6,历史场景叙事,0.0019120458891013384,0.0,0.9980879541108987,0.0019120458891013384
a6d8568d8ddb,Pro-Kimi-K2.6,沉浸式体验设计,0.0014792899408284023,0.0029585798816568047,0.9955621301775148,-0.0014792899408284023
f845adc8c4cb,Pro-Kimi-K2.6,博物馆导览讲解,0.006389776357827476,0.003194888178913738,0.9904153354632588,0.003194888178913738
b3f3916749a3,Pro-Kimi-K2.6,历史场景叙事,0.0,0.0,1.0,0.0
98fabc111f34,Pro-Kimi-K2.6,沉浸式体验设计,0.001589825119236884,0.0,0.9984101748807631,0.001589825119236884
bbce680ad773,Pro-Kimi-K2.6,博物馆导览讲解,0.004048582995951417,0.004048582995951417,0.9919028340080972,0.0
f40ebfe46220,Pro-Kimi-K2.6,历史场景叙事,0.0,0.0,1.0,0.0
0454b459b51a,Pro-Kimi-K2.6,沉浸式体验设计,0.003389830508474576,0.003389830508474576,0.9932203389830508,0.0
cc2b4cc59c6c,Pro-Kimi-K2.6,博物馆导览讲解,0.0,0.0,1.0,0.0
88e963cc06ce,Pro-Kimi-K2.6,历史场景叙事,0.002777777777777778,0.0,0.9972222222222222,0.002777777777777778
310151d26d8c,Pro-Kimi-K2.6,沉浸式体验设计,0.0030211480362537764,0.0030211480362537764,0.9939577039274925,0.0
c1f26752ed62,Pro-Kimi-K2.6,博物馆导览讲解,0.0035460992907801418,0.0070921985815602835,0.9893617021276596,-0.0035460992907801418
ef27511ad59e,Pro-Kimi-K2.6,历史场景叙事,0.0024630541871921183,0.0024630541871921183,0.9950738916256158,0.0
3c48650aaf1c,Pro-Kimi-K2.6,沉浸式体验设计,0.004885993485342019,0.0,0.995114006514658,0.004885993485342019
f1b57e060efe,Pro-GLM-5.1,博物馆导览讲解,0.0,0.0,1.0,0.0
ffce1649e82a,Pro-GLM-5.1,历史场景叙事,0.0022123893805309734,0.0022123893805309734,0.995575221238938,0.0
23051605633a,Pro-GLM-5.1,沉浸式体验设计,0.0,0.006,0.994,-0.006
ebb3eee2bce0,Pro-GLM-5.1,博物馆导览讲解,0.010169491525423728,0.0,0.9898305084745763,0.010169491525423728
78ae56656bc2,Pro-GLM-5.1,历史场景叙事,0.002631578947368421,0.0,0.9973684210526316,0.002631578947368421
73dbab8ee8fe,Pro-GLM-5.1,沉浸式体验设计,0.0044943820224719105,0.006741573033707865,0.9887640449438202,-0.0022471910112359553
f4fd00170059,Pro-GLM-5.1,博物馆导览讲解,0.007731958762886598,0.002577319587628866,0.9896907216494846,0.005154639175257732
6c618e195e36,Pro-GLM-5.1,历史场景叙事,0.00808080808080808,0.00202020202020202,0.98989898989899,0.006060606060606061
eaf89dfc314f,Pro-GLM-5.1,沉浸式体验设计,0.007936507936507936,0.0,0.9920634920634921,0.007936507936507936
5f20d096b6ee,Pro-GLM-5.1,博物馆导览讲解,0.002793296089385475,0.002793296089385475,0.994413407821229,0.0
888f03e12883,Pro-GLM-5.1,历史场景叙事,0.013333333333333334,0.0,0.9866666666666667,0.013333333333333334
8ac6c1908065,Pro-GLM-5.1,沉浸式体验设计,0.004210526315789474,0.00631578947368421,0.9894736842105263,-0.002105263157894737
393179571787,Pro-GLM-5.1,博物馆导览讲解,0.0029154518950437317,0.0029154518950437317,0.9941690962099126,0.0
ba95f94a02a4,Pro-GLM-5.1,历史场景叙事,0.004555808656036446,0.002277904328018223,0.9931662870159453,0.002277904328018223
712456fa5716,Pro-GLM-5.1,沉浸式体验设计,0.0,0.006,0.994,-0.006
ba71af0fe6ec,Pro-GLM-5.1,博物馆导览讲解,0.01238390092879257,0.0030959752321981426,0.9845201238390093,0.009287925696594427
60ce3adb38a8,Pro-GLM-5.1,历史场景叙事,0.010178117048346057,0.002544529262086514,0.9872773536895675,0.007633587786259542
86bf90297c36,Pro-GLM-5.1,沉浸式体验设计,0.003976143141153081,0.0,0.9960238568588469,0.003976143141153081
c07f083c00c9,Pro-GLM-5.1,博物馆导览讲解,0.0,0.0029940119760479044,0.9970059880239521,-0.0029940119760479044
a710c84e72bd,Pro-GLM-5.1,历史场景叙事,0.003795066413662239,0.0018975332068311196,0.9943074003795066,0.0018975332068311196
